ZIPN,ZIPA,RUCA2,ZIPTYP,PARZIP,LINF1,LINF4,TTIM1A,TTIM4A,FASTA,TDIS1A,TDIS4A,SHORTA,TTIM1B,TTIM4B,FASTB,TDIS1B,TDIS4B,SHORTB,UP1SZ,UP2SZ,FIPSST,STATE,MST,UUSZ,UTYP,POPCAT5
53001,53001,3,1,53001,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53002,53002,3,1,53002,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53003,53003,1,2,53066,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53004,53004,2,1,53004,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53005,53005,1,1,53005,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53006,53006,10.4,1,53006,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53007,53007,1,1,53007,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53008,53008,1,2,53045,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53010,53010,10.5,1,53010,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53011,53011,2,1,53011,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53012,53012,1,1,53012,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53013,53013,2,1,53013,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53014,53014,7,1,53014,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53015,53015,2,1,53015,2,2,1,2,1,1,2,1,1,2,1,1,2,1,-9,-9,55,WI,,-9,-9,5
53016,53016,10.5,2,53039,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,1
53017,53017,2,1,53017,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53018,53018,1,1,53018,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53019,53019,2,1,53019,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53020,53020,2,1,53020,2,2,1,3,1,1,2,1,1,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
53021,53021,2,1,53021,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53022,53022,1,1,53022,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53023,53023,9.1,1,53023,2,2,1,3,1,1,2,1,1,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
53024,53024,1,1,53024,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53026,53026,9.1,2,53023,2,2,1,3,1,1,2,1,1,3,1,1,2,1,-9,-9,55,WI,,-9,-9,1
53027,53027,2,1,53027,2,2,1,1,2,1,1,1,1,1,2,1,1,1,-9,-9,55,WI,,-9,-9,5
53029,53029,1,1,53029,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53031,53031,1,2,53085,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53032,53032,7,1,53032,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
53033,53033,2,1,53033,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53034,53034,2,1,53034,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,4
53035,53035,3,1,53035,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53036,53036,2,1,53036,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53037,53037,2,1,53037,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53038,53038,3,1,53038,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53039,53039,10.5,1,53039,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53040,53040,6.1,1,53040,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53042,53042,7.3,1,53042,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53044,53044,1,1,53044,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53045,53045,1,1,53045,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53046,53046,1,1,53046,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,4
53047,53047,4.2,2,53094,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,1
53048,53048,10.4,1,53048,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53049,53049,2,1,53049,2,2,1,2,1,1,2,1,1,2,1,1,2,1,-9,-9,55,WI,,-9,-9,5
53050,53050,7,1,53050,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53051,53051,1,1,53051,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53052,53052,1,2,53051,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53056,53056,1,2,53029,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53057,53057,2,1,53057,2,2,1,2,1,1,2,1,1,2,1,1,2,1,-9,-9,55,WI,,-9,-9,5
53058,53058,1,1,53058,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53059,53059,2,1,53059,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53060,53060,4.1,2,53095,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,1
53061,53061,7.3,1,53061,2,2,1,2,1,1,2,1,1,2,1,1,2,1,-9,-9,55,WI,,-9,-9,5
53062,53062,7.3,2,53061,2,2,1,2,1,1,2,1,1,2,1,1,2,1,-9,-9,55,WI,,-9,-9,1
53063,53063,2,1,53063,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53064,53064,1,2,53029,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53065,53065,2,1,53065,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53066,53066,1,1,53066,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53069,53069,1,1,53069,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,4
53070,53070,2,1,53070,2,2,1,2,1,1,2,1,1,2,1,1,2,1,-9,-9,55,WI,,-9,-9,5
53072,53072,1,1,53072,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53073,53073,7.1,1,53073,2,2,1,2,1,1,2,1,1,2,1,1,2,1,-9,-9,55,WI,,-9,-9,5
53074,53074,2,1,53074,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53075,53075,2,1,53075,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53076,53076,2,1,53076,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53078,53078,2,1,53078,2,2,2,2,1,1,1,1,2,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53079,53079,2,1,53079,2,2,1,3,1,1,2,1,1,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
53080,53080,1,1,53080,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53081,53081,1,1,53081,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53082,53082,1,2,53081,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53083,53083,1,1,53083,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53085,53085,1,1,53085,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53086,53086,2,1,53086,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53088,53088,7,2,53014,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,1
53089,53089,1,1,53089,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53090,53090,4.1,1,53090,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
53091,53091,10.4,1,53091,2,2,1,1,1,1,1,2,1,1,1,1,1,2,-9,-9,55,WI,,-9,-9,5
53092,53092,1,1,53092,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53093,53093,2,1,53093,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53094,53094,4.2,1,53094,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
53095,53095,4.1,1,53095,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
53097,53097,1,1,53097,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53098,53098,4.2,1,53098,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
53099,53099,3,2,53035,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,1
53101,53101,4.2,2,53128,2,-1,2,0,2,1,0,2,2,0,2,1,0,2,-9,-9,55,WI,,-9,-9,1
53102,53102,2,2,53104,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,1
53103,53103,1,1,53103,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53104,53104,2,1,53104,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53105,53105,4.2,1,53105,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
53108,53108,2.1,1,53108,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53109,53109,2,2,53168,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,1
53110,53110,1,1,53110,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53114,53114,4,1,53114,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
53115,53115,4,1,53115,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
53118,53118,1,1,53118,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53119,53119,2,1,53119,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53120,53120,2,1,53120,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53121,53121,7,1,53121,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53122,53122,1,1,53122,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53125,53125,9.1,1,53125,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53126,53126,2,1,53126,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53127,53127,1,2,53189,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53128,53128,4.2,1,53128,2,-1,2,0,2,1,0,2,2,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
53129,53129,1,1,53129,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53130,53130,1,1,53130,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53132,53132,1,1,53132,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53137,53137,5.2,1,53137,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53138,53138,4.2,2,53105,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,1
53139,53139,9.1,1,53139,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53140,53140,1,1,53140,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53141,53141,1,2,53140,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53142,53142,1,1,53142,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53143,53143,1,1,53143,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53144,53144,1,1,53144,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53146,53146,1,1,53146,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53147,53147,4.2,1,53147,2,-1,2,0,2,1,0,2,2,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
53148,53148,4.2,2,53105,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,1
53149,53149,2,1,53149,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53150,53150,1,1,53150,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53151,53151,1,1,53151,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53152,53152,4.2,2,53105,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,1
53153,53153,1,1,53153,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53154,53154,1,1,53154,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53156,53156,2,1,53156,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53157,53157,4.2,2,53128,2,-1,2,0,2,1,0,2,2,0,2,1,0,2,-9,-9,55,WI,,-9,-9,1
53158,53158,1,1,53158,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53159,53159,4.2,2,53128,2,-1,2,0,2,1,0,2,2,0,2,1,0,2,-9,-9,55,WI,,-9,-9,1
53167,53167,2,2,53185,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,1
53168,53168,2,1,53168,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53170,53170,2,1,53170,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53171,53171,1,2,53144,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53172,53172,1,1,53172,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53176,53176,7,2,53121,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,1
53177,53177,1,1,53177,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53178,53178,2,1,53178,2,2,1,1,2,1,1,1,1,1,2,1,1,1,-9,-9,55,WI,,-9,-9,5
53179,53179,2,1,53179,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53181,53181,2,1,53181,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53182,53182,9.1,1,53182,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53183,53183,1,1,53183,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53184,53184,9.1,1,53184,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53185,53185,2,1,53185,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53186,53186,1,1,53186,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53187,53187,1,2,53186,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53188,53188,1,1,53188,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53189,53189,1,1,53189,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53190,53190,4,1,53190,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
53191,53191,9.1,1,53191,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53192,53192,2,2,53181,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,1
53194,53194,2,2,53104,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,1
53195,53195,4.2,2,53147,2,-1,2,0,2,1,0,2,2,0,2,1,0,2,-9,-9,55,WI,,-9,-9,1
53201,53201,1,2,53203,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53202,53202,1,1,53202,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53203,53203,1,1,53203,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,3
53204,53204,1,1,53204,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53205,53205,1,1,53205,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53206,53206,1,1,53206,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53207,53207,1,1,53207,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53208,53208,1,1,53208,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53209,53209,1,1,53209,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53210,53210,1,1,53210,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53211,53211,1,1,53211,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53212,53212,1,1,53212,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53213,53213,1,1,53213,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53214,53214,1,1,53214,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53215,53215,1,1,53215,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53216,53216,1,1,53216,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53217,53217,1,1,53217,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53218,53218,1,1,53218,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53219,53219,1,1,53219,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53220,53220,1,1,53220,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53221,53221,1,1,53221,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53222,53222,1,1,53222,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53223,53223,1,1,53223,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53224,53224,1,1,53224,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53225,53225,1,1,53225,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53226,53226,1,1,53226,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53227,53227,1,1,53227,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53228,53228,1,1,53228,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53233,53233,1,1,53233,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53234,53234,1,2,53219,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53235,53235,1,1,53235,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53237,53237,1,2,53207,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53259,53259,1,2,53222,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53263,53263,1,2,53222,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53267,53267,1,2,53202,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53268,53268,1,2,53203,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53270,53270,1,2,53202,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53274,53274,1,2,53203,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53277,53277,1,2,53202,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53278,53278,1,2,53202,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53280,53280,1,2,53208,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53281,53281,1,2,53208,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53284,53284,1,2,53212,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53285,53285,1,2,53212,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53288,53288,1,2,53202,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53290,53290,1,2,53203,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53293,53293,1,2,53203,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53295,53295,1,2,53214,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53401,53401,1,2,53403,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53402,53402,1,1,53402,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53403,53403,1,1,53403,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53404,53404,1,1,53404,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53405,53405,1,1,53405,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53406,53406,1,1,53406,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53407,53407,1,2,53403,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53408,53408,1,2,53406,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53490,53490,1,2,53404,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53501,53501,1,2,53548,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53502,53502,6,1,53502,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53503,53503,2,1,53503,2,2,2,3,1,1,2,1,2,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
53504,53504,10.4,1,53504,2,2,3,1,2,2,1,2,3,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
53505,53505,2,1,53505,2,2,1,1,2,1,1,1,1,1,2,1,1,1,-9,-9,55,WI,,-9,-9,3
53506,53506,10.6,1,53506,2,2,4,4,1,3,3,2,4,4,1,3,3,2,-9,-9,55,WI,,-9,-9,5
53507,53507,2,1,53507,2,2,1,3,1,1,2,1,1,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
53508,53508,2,1,53508,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
